id,strategy,seed_prompt
seed-0555,entity_pair,relation:related_to|src:Magica: El Centro de Comando de IA|dst:Construyendo Servidores MCP con Magica
seed-0556,single_entity,entity:category-magica|label:Magica|niche:apex|type:category
seed-0557,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0558,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack per Creator|dst:Tencent Cloud
seed-0559,entity_pair,relation:related_to|src:Primeros Pasos con Magica|dst:Erste Schritte mit Magica
seed-0560,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0561,graph_traversal,traversal:Tencent Cloud → Tencent Cloud Deal Stack para Creadores → Tencent Cloud Free Tier → Tencent Cloud Deal Stack pour Builders|hops:4|nodes:4
seed-0562,single_entity,entity:en-magica-quickstart|label:Getting Started with Magica|niche:apex|type:article
seed-0563,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0564,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0565,cross_locale,locale:fr|niche:apex|sample:fr-magica-mcp-server|query:find articles in fr about apex
seed-0566,single_entity,entity:category-ai-workflows|label:Ai Workflows|niche:apex|type:category
seed-0567,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0568,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0569,single_entity,entity:ja-magica-mcp-server|label:MagicaでMCPサーバーを構築する|niche:apex|type:article
seed-0570,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0571,entity_pair,relation:related_to|src:Magica: Das KI-Kommandozentrum|dst:Tencent Cloud Deal Stack for Builders
seed-0572,cross_locale,locale:ja|niche:apex|sample:ja-tencent-cloud-deal-stack-builders|query:find articles in ja about apex
seed-0573,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0574,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0575,cross_locale,locale:fr|niche:apex|sample:fr-tencent-cloud-deal-stack-builders|query:find articles in fr about apex
seed-0576,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0577,graph_traversal,traversal:Magica: AIコマンドセンター → Ai Platform → Magica: Le Centre de Commandement IA → Magica: The AI Command Center|hops:4|nodes:4
seed-0578,entity_pair,relation:related_to|src:Construyendo Servidores MCP con Magica|dst:Costruire Server MCP con Magica
seed-0579,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack para Creadores|dst:Infrastructure
seed-0580,single_entity,entity:pt-magica-quickstart|label:Primeiros Passos com Magica|niche:apex|type:article
seed-0581,single_entity,entity:ja-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0582,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:Tencent Cloud
seed-0583,single_entity,entity:brand-mcp|label:MCP|niche:apex|type:brand
seed-0584,entity_pair,relation:related_to|src:Magica：AI指挥中心|dst:Magica Free Trial
seed-0585,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0586,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0587,single_entity,entity:it-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack per Creator|niche:apex|type:article
seed-0588,graph_traversal,traversal:Magica: The AI Command Center → Magica Free Trial → Primeros Pasos con Magica → Magica Official Site|hops:4|nodes:4
seed-0589,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0590,single_entity,entity:brand-mcp|label:MCP|niche:apex|type:brand
seed-0591,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0592,cross_locale,locale:zh|niche:apex|sample:zh-magica-overview|query:find articles in zh about apex
seed-0593,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0594,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0595,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Deal Stack pour Builders
seed-0596,single_entity,entity:product-tencent-cloud-promotions|label:Tencent Cloud Promotions|niche:apex|type:product
seed-0597,cross_locale,locale:es|niche:apex|sample:es-cnt_tecent_vm_benefits_2026_05|query:find articles in es about apex
seed-0598,entity_pair,relation:related_to|src:Magica: El Centro de Comando de IA|dst:Tencent Cloud Deal Stack para Creadores
seed-0599,single_entity,entity:en-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0600,single_entity,entity:es-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0601,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack per Creator|dst:Builders
seed-0602,single_entity,entity:brand-tencent-cloud|label:Tencent Cloud|niche:apex|type:brand
seed-0603,entity_pair,relation:related_to|src:Primeros Pasos con Magica|dst:Primi Passi con Magica
seed-0604,single_entity,entity:it-magica-mcp-server|label:Costruire Server MCP con Magica|niche:apex|type:article
seed-0605,entity_pair,relation:related_to|src:Getting Started with Magica|dst:Magica 快速入门
seed-0606,single_entity,entity:category-tencent-cloud|label:Tencent Cloud|niche:apex|type:category
seed-0607,graph_traversal,traversal:ビルダーのためのTencent Cloudディールスタック → Tencent Cloud Promotions → Tencent Cloud Deal Stack: Cloud Barata para Builders|hops:3|nodes:3
seed-0608,cross_locale,locale:de|niche:apex|sample:de-magica-quickstart|query:find articles in de about apex
seed-0609,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0610,graph_traversal,traversal:Premiers Pas avec Magica → Getting Started with Magica → Magica|hops:3|nodes:3
seed-0611,single_entity,entity:zh-magica-quickstart|label:Magica 快速入门|niche:apex|type:article
seed-0612,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0613,single_entity,entity:en-magica-overview|label:Magica: The AI Command Center|niche:apex|type:article
seed-0614,single_entity,entity:brand-tencent-cloud|label:Tencent Cloud|niche:apex|type:brand
seed-0615,single_entity,entity:category-productivity|label:Productivity|niche:apex|type:category
seed-0616,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:EdgeOne Overview
seed-0617,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0618,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0619,single_entity,entity:es-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0620,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0621,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0622,single_entity,entity:ja-magica-mcp-server|label:MagicaでMCPサーバーを構築する|niche:apex|type:article
seed-0623,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0624,single_entity,entity:category-cloud|label:Cloud|niche:apex|type:category
seed-0625,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0626,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0627,single_entity,entity:es-magica-mcp-server|label:Construyendo Servidores MCP con Magica|niche:apex|type:article
seed-0628,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Deal Stack for Builders
seed-0629,graph_traversal,traversal:Magica: Le Centre de Commandement IA → Magica: AIコマンドセンター → ビルダーのためのTencent Cloudディールスタック → Tencent Cloud|hops:4|nodes:4
seed-0630,cross_locale,locale:de|niche:apex|sample:de-magica-mcp-server|query:find articles in de about apex
seed-0631,cross_locale,locale:it|niche:apex|sample:it-cnt_tecent_vm_benefits_2026_05|query:find articles in it about apex
seed-0632,single_entity,entity:category-quickstart|label:Quickstart|niche:apex|type:category
seed-0633,single_entity,entity:zh-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0634,single_entity,entity:de-magica-mcp-server|label:MCP-Server mit Magica erstellen|niche:apex|type:article
seed-0635,single_entity,entity:category-development|label:Development|niche:apex|type:category
seed-0636,cross_locale,locale:es|niche:apex|sample:es-magica-quickstart|query:find articles in es about apex
seed-0637,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:面向开发者的腾讯云交易堆栈
seed-0638,graph_traversal,traversal:Magica: AIコマンドセンター → Magica → MagicaでMCPサーバーを構築する → Construindo Servidores MCP com Magica|hops:4|nodes:4
seed-0639,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0640,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0641,single_entity,entity:pt-magica-quickstart|label:Primeiros Passos com Magica|niche:apex|type:article
seed-0642,single_entity,entity:it-magica-quickstart|label:Primi Passi con Magica|niche:apex|type:article
seed-0643,cross_locale,locale:it|niche:apex|sample:it-magica-quickstart|query:find articles in it about apex
seed-0644,single_entity,entity:en-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0645,single_entity,entity:de-magica-mcp-server|label:MCP-Server mit Magica erstellen|niche:apex|type:article
seed-0646,cross_locale,locale:ja|niche:apex|sample:ja-magica-quickstart|query:find articles in ja about apex
seed-0647,cross_locale,locale:it|niche:apex|sample:it-magica-quickstart|query:find articles in it about apex
seed-0648,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Infrastructure
seed-0649,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0650,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0651,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0652,graph_traversal,traversal:Magica Official Site → Magica: El Centro de Comando de IA → Magica: Das KI-Kommandozentrum|hops:3|nodes:3
seed-0653,single_entity,entity:category-api|label:Api|niche:apex|type:category
seed-0654,single_entity,entity:product-cvm-overview|label:CVM Overview|niche:apex|type:product
seed-0655,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud
seed-0656,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0657,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0658,single_entity,entity:de-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0659,single_entity,entity:ja-tencent-cloud-deal-stack-builders|label:ビルダーのためのTencent Cloudディールスタック|niche:apex|type:article
seed-0660,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack für Entwickler|dst:Tencent Cloud
seed-0661,cross_locale,locale:zh|niche:apex|sample:zh-magica-mcp-server|query:find articles in zh about apex
seed-0662,cross_locale,locale:zh|niche:apex|sample:zh-cnt_tecent_vm_benefits_2026_05|query:find articles in zh about apex
seed-0663,single_entity,entity:category-mcp|label:Mcp|niche:apex|type:category
seed-0664,cross_locale,locale:de|niche:apex|sample:de-magica-mcp-server|query:find articles in de about apex
seed-0665,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0666,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0667,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0668,single_entity,entity:en-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0669,graph_traversal,traversal:Tencent Cloud Deal Stack para Creadores → Tencent Cloud Deal Stack for Builders → Tencent Cloud Deal Stack: Cloud Barata para Builders|hops:3|nodes:3
seed-0670,cross_locale,locale:it|niche:apex|sample:it-cnt_tecent_vm_benefits_2026_05|query:find articles in it about apex
seed-0671,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0672,single_entity,entity:product-cvm-overview|label:CVM Overview|niche:apex|type:product
seed-0673,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0674,entity_pair,relation:related_to|src:Magica 入門|dst:Ai Workflows
seed-0675,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0676,single_entity,entity:category-productivity|label:Productivity|niche:apex|type:category
seed-0677,single_entity,entity:category-builders|label:Builders|niche:apex|type:category
seed-0678,entity_pair,relation:related_to|src:ビルダーのためのTencent Cloudディールスタック|dst:Tencent Cloud Promotions
seed-0679,cross_locale,locale:ja|niche:apex|sample:ja-cnt_tecent_vm_benefits_2026_05|query:find articles in ja about apex
seed-0680,single_entity,entity:es-magica-overview|label:Magica: El Centro de Comando de IA|niche:apex|type:article
seed-0681,entity_pair,relation:related_to|src:Erste Schritte mit Magica|dst:Tutorial
seed-0682,graph_traversal,traversal:Magica 入門 → Ai Workflows → Primeros Pasos con Magica → Magica 快速入门|hops:4|nodes:4
seed-0683,single_entity,entity:category-ai-workflows|label:Ai Workflows|niche:apex|type:category
seed-0684,entity_pair,relation:related_to|src:Magica: The AI Command Center|dst:Magica: Le Centre de Commandement IA
seed-0685,graph_traversal,traversal:Building MCP Servers with Magica → Construire des Serveurs MCP avec Magica → MagicaでMCPサーバーを構築する|hops:3|nodes:3
seed-0686,single_entity,entity:brand-tencent-cloud|label:Tencent Cloud|niche:apex|type:brand
seed-0687,cross_locale,locale:it|niche:apex|sample:it-magica-overview|query:find articles in it about apex
seed-0688,single_entity,entity:es-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0689,graph_traversal,traversal:Construire des Serveurs MCP avec Magica → Mcp → MagicaでMCPサーバーを構築する|hops:3|nodes:3
seed-0690,single_entity,entity:category-tencent-cloud|label:Tencent Cloud|niche:apex|type:category
seed-0691,cross_locale,locale:de|niche:apex|sample:de-cnt_tecent_vm_benefits_2026_05|query:find articles in de about apex
seed-0692,single_entity,entity:zh-magica-mcp-server|label:使用Magica构建MCP服务器|niche:apex|type:article
seed-0693,single_entity,entity:it-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack per Creator|niche:apex|type:article
seed-0694,entity_pair,relation:related_to|src:Magica: The AI Command Center|dst:Magica Free Trial
seed-0695,entity_pair,relation:related_to|src:ビルダーのためのTencent Cloudディールスタック|dst:面向开发者的腾讯云交易堆栈
seed-0696,entity_pair,relation:related_to|src:Construire des Serveurs MCP avec Magica|dst:Magica
seed-0697,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0698,graph_traversal,traversal:Erste Schritte mit Magica → Getting Started with Magica → Tencent Cloud Deal Stack for Builders|hops:3|nodes:3
seed-0699,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0700,cross_locale,locale:de|niche:apex|sample:de-magica-quickstart|query:find articles in de about apex
seed-0701,graph_traversal,traversal:Tencent Cloud → ビルダーのためのTencent Cloudディールスタック → Tencent Cloud Deal Stack for Builders|hops:3|nodes:3
seed-0702,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0703,entity_pair,relation:related_to|src:Magica: Le Centre de Commandement IA|dst:Magica Free Trial
seed-0704,entity_pair,relation:related_to|src:Magica: The AI Command Center|dst:Magica Free Trial
seed-0705,single_entity,entity:brand-tencent-cloud|label:Tencent Cloud|niche:apex|type:brand
seed-0706,entity_pair,relation:related_to|src:Magica: The AI Command Center|dst:Productivity
seed-0707,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud
seed-0708,single_entity,entity:fr-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0709,single_entity,entity:category-mcp|label:Mcp|niche:apex|type:category
seed-0710,single_entity,entity:brand-magica|label:Magica|niche:apex|type:brand
seed-0711,cross_locale,locale:es|niche:apex|sample:es-magica-quickstart|query:find articles in es about apex
seed-0712,cross_locale,locale:zh|niche:apex|sample:zh-magica-overview|query:find articles in zh about apex
seed-0713,single_entity,entity:pt-magica-mcp-server|label:Construindo Servidores MCP com Magica|niche:apex|type:article
seed-0714,graph_traversal,traversal:Primi Passi con Magica → Costruire Server MCP con Magica → Magica → 使用Magica构建MCP服务器|hops:4|nodes:4
seed-0715,cross_locale,locale:de|niche:apex|sample:de-magica-quickstart|query:find articles in de about apex
seed-0716,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack per Creator|dst:CVM Overview
seed-0717,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0718,entity_pair,relation:related_to|src:Primeros Pasos con Magica|dst:Magica Official Site
seed-0719,entity_pair,relation:related_to|src:Magica: Le Centre de Commandement IA|dst:Magica：AI指挥中心
seed-0720,single_entity,entity:category-mcp|label:Mcp|niche:apex|type:category
seed-0721,entity_pair,relation:related_to|src:Magica 入門|dst:Magica 快速入门
seed-0722,graph_traversal,traversal:Tencent Cloud → Tencent Cloud Deal Stack: Cloud Barata para Builders → Tencent Cloud Deal Stack for Builders|hops:3|nodes:3
seed-0723,single_entity,entity:pt-magica-mcp-server|label:Construindo Servidores MCP com Magica|niche:apex|type:article
seed-0724,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0725,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → Infrastructure → Tencent Cloud Deal Stack for Builders|hops:3|nodes:3
seed-0726,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0727,single_entity,entity:product-magica-free-trial|label:Magica Free Trial|niche:apex|type:product
seed-0728,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0729,single_entity,entity:de-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack für Entwickler|niche:apex|type:article
seed-0730,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0731,single_entity,entity:en-magica-overview|label:Magica: The AI Command Center|niche:apex|type:article
seed-0732,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0733,graph_traversal,traversal:Tencent Cloud Deal Stack: Cloud Barata para Builders → Tencent Cloud Deal Stack for Builders → Tencent Cloud|hops:3|nodes:3
seed-0734,entity_pair,relation:related_to|src:Magica: AIコマンドセンター|dst:ビルダーのためのTencent Cloudディールスタック
seed-0735,graph_traversal,traversal:Tencent Cloud Deal Stack pour Builders → CVM Overview → Tencent Cloud Deal Stack for Builders → Tencent Cloud Deal Stack para Creadores|hops:4|nodes:4
seed-0736,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0737,cross_locale,locale:de|niche:apex|sample:de-magica-overview|query:find articles in de about apex
seed-0738,single_entity,entity:fr-magica-overview|label:Magica: Le Centre de Commandement IA|niche:apex|type:article
seed-0739,graph_traversal,traversal:Costruire Server MCP con Magica → Magica: Il Centro di Comando AI → Primi Passi con Magica|hops:3|nodes:3
seed-0740,cross_locale,locale:es|niche:apex|sample:es-magica-mcp-server|query:find articles in es about apex
seed-0741,entity_pair,relation:related_to|src:Costruire Server MCP con Magica|dst:Magica Official Site
seed-0742,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0743,cross_locale,locale:zh|niche:apex|sample:zh-magica-overview|query:find articles in zh about apex
seed-0744,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0745,graph_traversal,traversal:Magica：AI指挥中心 → Magica: Le Centre de Commandement IA → Multi Model → Magica: O Centro de Comando de IA|hops:4|nodes:4
seed-0746,single_entity,entity:product-magica-official-site|label:Magica Official Site|niche:apex|type:product
seed-0747,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0748,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0749,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud
seed-0750,single_entity,entity:category-infrastructure|label:Infrastructure|niche:apex|type:category
seed-0751,single_entity,entity:fr-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack pour Builders|niche:apex|type:article
seed-0752,single_entity,entity:category-multi-model|label:Multi Model|niche:apex|type:category
seed-0753,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0754,entity_pair,relation:related_to|src:Construyendo Servidores MCP con Magica|dst:Magica
seed-0755,single_entity,entity:category-productivity|label:Productivity|niche:apex|type:category
seed-0756,single_entity,entity:it-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack per Creator|niche:apex|type:article
seed-0757,single_entity,entity:fr-magica-quickstart|label:Premiers Pas avec Magica|niche:apex|type:article
seed-0758,cross_locale,locale:de|niche:apex|sample:de-cnt_tecent_vm_benefits_2026_05|query:find articles in de about apex
seed-0759,single_entity,entity:fr-magica-mcp-server|label:Construire des Serveurs MCP avec Magica|niche:apex|type:article
seed-0760,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0761,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0762,single_entity,entity:category-cloud|label:Cloud|niche:apex|type:category
seed-0763,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Infrastructure
seed-0764,single_entity,entity:it-magica-overview|label:Magica: Il Centro di Comando AI|niche:apex|type:article
seed-0765,single_entity,entity:brand-mcp|label:MCP|niche:apex|type:brand
seed-0766,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0767,single_entity,entity:zh-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0768,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0769,single_entity,entity:category-development|label:Development|niche:apex|type:category
seed-0770,single_entity,entity:it-magica-overview|label:Magica: Il Centro di Comando AI|niche:apex|type:article
seed-0771,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0772,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Deal Stack: Cloud Barata para Builders
seed-0773,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0774,entity_pair,relation:related_to|src:MCP-Server mit Magica erstellen|dst:Magica Official Site
seed-0775,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack para Creadores|dst:Lighthouse Overview
seed-0776,entity_pair,relation:related_to|src:Magica: Il Centro di Comando AI|dst:Productivity
seed-0777,graph_traversal,traversal:Getting Started with Magica → Ai Workflows → Erste Schritte mit Magica|hops:3|nodes:3
seed-0778,single_entity,entity:es-magica-mcp-server|label:Construyendo Servidores MCP con Magica|niche:apex|type:article
seed-0779,single_entity,entity:pt-magica-mcp-server|label:Construindo Servidores MCP com Magica|niche:apex|type:article
seed-0780,single_entity,entity:category-multi-model|label:Multi Model|niche:apex|type:category
seed-0781,graph_traversal,traversal:使用Magica构建MCP服务器 → Magica → Primeiros Passos com Magica → Construindo Servidores MCP com Magica|hops:4|nodes:4
seed-0782,entity_pair,relation:related_to|src:Magica: Das KI-Kommandozentrum|dst:Magica: AIコマンドセンター
seed-0783,entity_pair,relation:related_to|src:Construyendo Servidores MCP con Magica|dst:Magica
seed-0784,single_entity,entity:product-tencent-cloud-promotions|label:Tencent Cloud Promotions|niche:apex|type:product
seed-0785,entity_pair,relation:related_to|src:Erste Schritte mit Magica|dst:Tencent Cloud Deal Stack für Entwickler
seed-0786,single_entity,entity:product-magica-official-site|label:Magica Official Site|niche:apex|type:product
seed-0787,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0788,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Builders
seed-0789,cross_locale,locale:es|niche:apex|sample:es-magica-quickstart|query:find articles in es about apex
seed-0790,cross_locale,locale:es|niche:apex|sample:es-cnt_tecent_vm_benefits_2026_05|query:find articles in es about apex
seed-0791,entity_pair,relation:related_to|src:Magica: El Centro de Comando de IA|dst:Tencent Cloud Deal Stack para Creadores
seed-0792,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0793,cross_locale,locale:de|niche:apex|sample:de-magica-overview|query:find articles in de about apex
seed-0794,entity_pair,relation:related_to|src:Construyendo Servidores MCP con Magica|dst:Magica Official Site
seed-0795,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0796,graph_traversal,traversal:Erste Schritte mit Magica → Magica → Primeiros Passos com Magica → Ai Workflows|hops:4|nodes:4
seed-0797,single_entity,entity:brand-magica|label:Magica|niche:apex|type:brand
seed-0798,entity_pair,relation:related_to|src:Primeros Pasos con Magica|dst:Magica Official Site
seed-0799,entity_pair,relation:related_to|src:Magica 快速入门|dst:Magica
seed-0800,cross_locale,locale:de|niche:apex|sample:de-cnt_tecent_vm_benefits_2026_05|query:find articles in de about apex
seed-0801,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack per Creator|dst:Tencent Cloud
seed-0802,entity_pair,relation:related_to|src:Getting Started with Magica|dst:Primeros Pasos con Magica
seed-0803,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0804,cross_locale,locale:fr|niche:apex|sample:fr-magica-mcp-server|query:find articles in fr about apex
seed-0805,entity_pair,relation:related_to|src:Magica：AI指挥中心|dst:使用Magica构建MCP服务器
seed-0806,entity_pair,relation:related_to|src:Costruire Server MCP con Magica|dst:Tencent Cloud Deal Stack per Creator
seed-0807,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0808,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0809,single_entity,entity:fr-magica-quickstart|label:Premiers Pas avec Magica|niche:apex|type:article
seed-0810,single_entity,entity:fr-magica-quickstart|label:Premiers Pas avec Magica|niche:apex|type:article
seed-0811,cross_locale,locale:zh|niche:apex|sample:zh-tencent-cloud-deal-stack-builders|query:find articles in zh about apex
seed-0812,cross_locale,locale:de|niche:apex|sample:de-tencent-cloud-deal-stack-builders|query:find articles in de about apex
seed-0813,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack para Creadores|dst:Cloud
seed-0814,entity_pair,relation:related_to|src:MCP-Server mit Magica erstellen|dst:Magica Official Site
seed-0815,entity_pair,relation:related_to|src:Building MCP Servers with Magica|dst:Api
seed-0816,graph_traversal,traversal:Tencent Cloud Deal Stack: Cloud Barata para Builders → Tencent Cloud → Tencent Cloud Deal Stack for Builders → Builders|hops:4|nodes:4
seed-0817,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0818,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0819,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0820,single_entity,entity:category-magica|label:Magica|niche:apex|type:category
seed-0821,cross_locale,locale:ja|niche:apex|sample:ja-magica-quickstart|query:find articles in ja about apex
seed-0822,entity_pair,relation:related_to|src:Construire des Serveurs MCP avec Magica|dst:Tencent Cloud Deal Stack pour Builders
seed-0823,entity_pair,relation:related_to|src:面向开发者的腾讯云交易堆栈|dst:Tencent Cloud
seed-0824,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:Tencent Cloud Free Tier
seed-0825,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0826,cross_locale,locale:pt|niche:apex|sample:pt-magica-mcp-server|query:find articles in pt about apex
seed-0827,single_entity,entity:brand-tencent-cloud|label:Tencent Cloud|niche:apex|type:brand
seed-0828,entity_pair,relation:related_to|src:面向开发者的腾讯云交易堆栈|dst:Tencent Cloud
seed-0829,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → MagicaでMCPサーバーを構築する → Construyendo Servidores MCP con Magica|hops:3|nodes:3
seed-0830,single_entity,entity:category-multi-model|label:Multi Model|niche:apex|type:category
seed-0831,single_entity,entity:category-magica|label:Magica|niche:apex|type:category
seed-0832,entity_pair,relation:related_to|src:Premiers Pas avec Magica|dst:Quickstart
seed-0833,single_entity,entity:brand-magica|label:Magica|niche:apex|type:brand
seed-0834,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud
seed-0835,single_entity,entity:category-productivity|label:Productivity|niche:apex|type:category
seed-0836,graph_traversal,traversal:Magica：AI指挥中心 → Magica → 使用Magica构建MCP服务器|hops:3|nodes:3
seed-0837,entity_pair,relation:related_to|src:MCP-Server mit Magica erstellen|dst:使用Magica构建MCP服务器
seed-0838,single_entity,entity:es-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0839,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0840,graph_traversal,traversal:Productivity → Magica: El Centro de Comando de IA → Magica: The AI Command Center → Multi Model|hops:4|nodes:4
seed-0841,entity_pair,relation:related_to|src:Construire des Serveurs MCP avec Magica|dst:Tencent Cloud Deal Stack pour Builders
